Event;Date;Place;Fighter;KD;STR;TD;SUB;WEIGHT.CLASS;METHOD;ROUND;TIME;RESULT
The Ultimate Fighter: Undefeated Finale;"Date:
      
      July 06, 2018";"Location:
      

      Las Vegas, Nevada, USA";Alex Caceres;0;82;0;0;Featherweight;S-DEC;3;5:00;win
The Ultimate Fighter: Undefeated Finale;"Date:
      
      July 06, 2018";"Location:
      

      Las Vegas, Nevada, USA";Martin Bravo;0;78;3;0;Featherweight;S-DEC;3;5:00;lose
The Ultimate Fighter: Undefeated Finale;"Date:
      
      July 06, 2018";"Location:
      

      Las Vegas, Nevada, USA";Roxanne Modafferi;0;51;1;0;Women's Flyweight;"KO/TKO

      

        Elbows";2;3:32;win
The Ultimate Fighter: Undefeated Finale;"Date:
      
      July 06, 2018";"Location:
      

      Las Vegas, Nevada, USA";Barb Honchak;0;24;0;0;Women's Flyweight;"KO/TKO

      

        Elbows";2;3:32;lose
The Ultimate Fighter: Undefeated Finale;"Date:
      
      July 06, 2018";"Location:
      

      Las Vegas, Nevada, USA";Alessio Di Chirico;0;50;4;0;Middleweight;S-DEC;3;5:00;win
The Ultimate Fighter: Undefeated Finale;"Date:
      
      July 06, 2018";"Location:
      

      Las Vegas, Nevada, USA";Julian Marquez;0;47;0;2;Middleweight;S-DEC;3;5:00;lose
The Ultimate Fighter: Undefeated Finale;"Date:
      
      July 06, 2018";"Location:
      

      Las Vegas, Nevada, USA";Montana De La Rosa;0;56;0;1;Women's Flyweight;"SUB

      

        Rear Naked Choke";3;4:21;win
The Ultimate Fighter: Undefeated Finale;"Date:
      
      July 06, 2018";"Location:
      

      Las Vegas, Nevada, USA";Rachael Ostovich;0;40;0;1;Women's Flyweight;"SUB

      

        Rear Naked Choke";3;4:21;lose
The Ultimate Fighter: Undefeated Finale;"Date:
      
      July 06, 2018";"Location:
      

      Las Vegas, Nevada, USA";Luis Pena;1;8;1;1;Lightweight;"SUB

      

        Guillotine Choke";1;3:32;win
The Ultimate Fighter: Undefeated Finale;"Date:
      
      July 06, 2018";"Location:
      

      Las Vegas, Nevada, USA";Richie Smullen;0;7;2;0;Lightweight;"SUB

      

        Guillotine Choke";1;3:32;lose
The Ultimate Fighter: Undefeated Finale;"Date:
      
      July 06, 2018";"Location:
      

      Las Vegas, Nevada, USA";John Gunther;0;27;8;0;Lightweight;M-DEC;3;5:00;win
The Ultimate Fighter: Undefeated Finale;"Date:
      
      July 06, 2018";"Location:
      

      Las Vegas, Nevada, USA";Allan Zuniga;0;59;0;1;Lightweight;M-DEC;3;5:00;lose
The Ultimate Fighter: Undefeated Finale;"Date:
      
      July 06, 2018";"Location:
      

      Las Vegas, Nevada, USA";Bryce Mitchell;0;38;3;1;Featherweight;M-DEC;3;5:00;win
The Ultimate Fighter: Undefeated Finale;"Date:
      
      July 06, 2018";"Location:
      

      Las Vegas, Nevada, USA";Tyler Diamond;0;51;3;0;Featherweight;M-DEC;3;5:00;lose
The Ultimate Fighter: Undefeated Finale;"Date:
      
      July 06, 2018";"Location:
      

      Las Vegas, Nevada, USA";Steven Peterson;0;74;2;1;Featherweight;S-DEC;3;5:00;win
The Ultimate Fighter: Undefeated Finale;"Date:
      
      July 06, 2018";"Location:
      

      Las Vegas, Nevada, USA";Matt Bessette;0;57;0;0;Featherweight;S-DEC;3;5:00;lose
The Ultimate Fighter: Undefeated Finale;"Date:
      
      July 06, 2018";"Location:
      

      Las Vegas, Nevada, USA";Gerald Meerschaert;0;51;3;2;Middleweight;"SUB

      

        Rear Naked Choke";2;4:55;win
The Ultimate Fighter: Undefeated Finale;"Date:
      
      July 06, 2018";"Location:
      

      Las Vegas, Nevada, USA";Oskar Piechota;1;23;1;2;Middleweight;"SUB

      

        Rear Naked Choke";2;4:55;lose
UFC Fight Night: Cowboy vs. Edwards;"Date:
      
      June 23, 2018";"Location:
      

      Kallang, Singapore";Leon Edwards;0;84;0;0;Welterweight;U-DEC;5;5:00;win
UFC Fight Night: Cowboy vs. Edwards;"Date:
      
      June 23, 2018";"Location:
      

      Kallang, Singapore";Donald Cerrone;0;60;1;0;Welterweight;U-DEC;5;5:00;lose
UFC Fight Night: Cowboy vs. Edwards;"Date:
      
      June 23, 2018";"Location:
      

      Kallang, Singapore";Ovince Saint Preux;0;7;0;1;Light Heavyweight;"SUB

      

        Armbar";1;2:54;win
UFC Fight Night: Cowboy vs. Edwards;"Date:
      
      June 23, 2018";"Location:
      

      Kallang, Singapore";Tyson Pedro;1;9;0;1;Light Heavyweight;"SUB

      

        Armbar";1;2:54;lose
UFC Fight Night: Cowboy vs. Edwards;"Date:
      
      June 23, 2018";"Location:
      

      Kallang, Singapore";Jessica Eye;0;67;1;0;Women's Flyweight;U-DEC;3;5:00;win
UFC Fight Night: Cowboy vs. Edwards;"Date:
      
      June 23, 2018";"Location:
      

      Kallang, Singapore";Jessica-Rose Clark;0;51;0;0;Women's Flyweight;U-DEC;3;5:00;lose
UFC Fight Night: Cowboy vs. Edwards;"Date:
      
      June 23, 2018";"Location:
      

      Kallang, Singapore";Li Jingliang;0;96;0;0;Welterweight;U-DEC;3;5:00;win
UFC Fight Night: Cowboy vs. Edwards;"Date:
      
      June 23, 2018";"Location:
      

      Kallang, Singapore";Daichi Abe;0;45;0;0;Welterweight;U-DEC;3;5:00;lose
UFC Fight Night: Cowboy vs. Edwards;"Date:
      
      June 23, 2018";"Location:
      

      Kallang, Singapore";Petr Yan;2;25;0;0;Bantamweight;"KO/TKO

      

        Punch";1;3:28;win
UFC Fight Night: Cowboy vs. Edwards;"Date:
      
      June 23, 2018";"Location:
      

      Kallang, Singapore";Teruto Ishihara;0;11;0;0;Bantamweight;"KO/TKO

      

        Punch";1;3:28;lose
UFC Fight Night: Cowboy vs. Edwards;"Date:
      
      June 23, 2018";"Location:
      

      Kallang, Singapore";Song Yadong;1;39;1;1;Bantamweight;"KO/TKO

      

        Elbow";2;4:59;win
UFC Fight Night: Cowboy vs. Edwards;"Date:
      
      June 23, 2018";"Location:
      

      Kallang, Singapore";Felipe Arantes;0;8;0;0;Bantamweight;"KO/TKO

      

        Elbow";2;4:59;lose
UFC Fight Night: Cowboy vs. Edwards;"Date:
      
      June 23, 2018";"Location:
      

      Kallang, Singapore";Shane Young;0;104;1;0;Featherweight;"KO/TKO

      

        Elbow";2;4:40;win
UFC Fight Night: Cowboy vs. Edwards;"Date:
      
      June 23, 2018";"Location:
      

      Kallang, Singapore";Rolando Dy;0;57;0;0;Featherweight;"KO/TKO

      

        Elbow";2;4:40;lose
UFC Fight Night: Cowboy vs. Edwards;"Date:
      
      June 23, 2018";"Location:
      

      Kallang, Singapore";Song Kenan;1;32;0;0;Welterweight;"KO/TKO

      

        Punch";2;4:45;win
UFC Fight Night: Cowboy vs. Edwards;"Date:
      
      June 23, 2018";"Location:
      

      Kallang, Singapore";Hector Aldana;0;39;2;0;Welterweight;"KO/TKO

      

        Punch";2;4:45;lose
UFC Fight Night: Cowboy vs. Edwards;"Date:
      
      June 23, 2018";"Location:
      

      Kallang, Singapore";Jake Matthews;0;12;1;1;Welterweight;"SUB

      

        Rear Naked Choke";1;2:44;win
UFC Fight Night: Cowboy vs. Edwards;"Date:
      
      June 23, 2018";"Location:
      

      Kallang, Singapore";Shinsho Anzai;0;1;0;0;Welterweight;"SUB

      

        Rear Naked Choke";1;2:44;lose
UFC Fight Night: Cowboy vs. Edwards;"Date:
      
      June 23, 2018";"Location:
      

      Kallang, Singapore";Yan Xiaonan;0;71;0;0;Women's Strawweight;U-DEC;3;5:00;win
UFC Fight Night: Cowboy vs. Edwards;"Date:
      
      June 23, 2018";"Location:
      

      Kallang, Singapore";Viviane Pereira;0;44;0;0;Women's Strawweight;U-DEC;3;5:00;lose
UFC Fight Night: Cowboy vs. Edwards;"Date:
      
      June 23, 2018";"Location:
      

      Kallang, Singapore";Matt Schnell;0;71;0;0;Flyweight;S-DEC;3;5:00;win
UFC Fight Night: Cowboy vs. Edwards;"Date:
      
      June 23, 2018";"Location:
      

      Kallang, Singapore";Naoki Inoue;0;48;0;0;Flyweight;S-DEC;3;5:00;lose
UFC Fight Night: Cowboy vs. Edwards;"Date:
      
      June 23, 2018";"Location:
      

      Kallang, Singapore";Yuta Sasaki;0;25;5;1;Flyweight;"SUB

      

        Rear Naked Choke";2;4:04;win
UFC Fight Night: Cowboy vs. Edwards;"Date:
      
      June 23, 2018";"Location:
      

      Kallang, Singapore";Jenel Lausa;0;7;0;0;Flyweight;"SUB

      

        Rear Naked Choke";2;4:04;lose
UFC Fight Night: Cowboy vs. Edwards;"Date:
      
      June 23, 2018";"Location:
      

      Kallang, Singapore";Ji Yeon Kim;0;73;0;0;Women's Flyweight;S-DEC;3;5:00;win
UFC Fight Night: Cowboy vs. Edwards;"Date:
      
      June 23, 2018";"Location:
      

      Kallang, Singapore";Melinda Fabian;0;72;0;0;Women's Flyweight;S-DEC;3;5:00;lose
UFC 225: Whittaker vs. Romero 2;"Date:
      
      June 09, 2018";"Location:
      

      Chicago, Illinois, USA";Robert Whittaker;0;128;0;0;Middleweight;S-DEC;5;5:00;win
UFC 225: Whittaker vs. Romero 2;"Date:
      
      June 09, 2018";"Location:
      

      Chicago, Illinois, USA";Yoel Romero;2;111;3;0;Middleweight;S-DEC;5;5:00;lose
UFC 225: Whittaker vs. Romero 2;"Date:
      
      June 09, 2018";"Location:
      

      Chicago, Illinois, USA";Colby Covington;0;99;7;0;Welterweight;U-DEC;5;5:00;win
UFC 225: Whittaker vs. Romero 2;"Date:
      
      June 09, 2018";"Location:
      

      Chicago, Illinois, USA";Rafael Dos Anjos;0;105;3;0;Welterweight;U-DEC;5;5:00;lose
UFC 225: Whittaker vs. Romero 2;"Date:
      
      June 09, 2018";"Location:
      

      Chicago, Illinois, USA";Holly Holm;0;47;4;1;Women's Featherweight;U-DEC;3;5:00;win
UFC 225: Whittaker vs. Romero 2;"Date:
      
      June 09, 2018";"Location:
      

      Chicago, Illinois, USA";Megan Anderson;0;26;0;0;Women's Featherweight;U-DEC;3;5:00;lose
UFC 225: Whittaker vs. Romero 2;"Date:
      
      June 09, 2018";"Location:
      

      Chicago, Illinois, USA";Tai Tuivasa;1;54;0;0;Heavyweight;U-DEC;3;5:00;win
UFC 225: Whittaker vs. Romero 2;"Date:
      
      June 09, 2018";"Location:
      

      Chicago, Illinois, USA";Andrei Arlovski;0;51;0;0;Heavyweight;U-DEC;3;5:00;lose
UFC 225: Whittaker vs. Romero 2;"Date:
      
      June 09, 2018";"Location:
      

      Chicago, Illinois, USA";CM Punk;0;19;1;0;Welterweight;Overturned;3;5:00;nc
UFC 225: Whittaker vs. Romero 2;"Date:
      
      June 09, 2018";"Location:
      

      Chicago, Illinois, USA";Mike Jackson;0;64;1;0;Welterweight;Overturned;3;5:00;nc
UFC 225: Whittaker vs. Romero 2;"Date:
      
      June 09, 2018";"Location:
      

      Chicago, Illinois, USA";Curtis Blaydes;0;37;4;0;Heavyweight;"KO/TKO

      

        Elbows";3;2:56;win
UFC 225: Whittaker vs. Romero 2;"Date:
      
      June 09, 2018";"Location:
      

      Chicago, Illinois, USA";Alistair Overeem;0;7;0;2;Heavyweight;"KO/TKO

      

        Elbows";3;2:56;lose
UFC 225: Whittaker vs. Romero 2;"Date:
      
      June 09, 2018";"Location:
      

      Chicago, Illinois, USA";Claudia Gadelha;0;26;4;1;Women's Strawweight;S-DEC;3;5:00;win
UFC 225: Whittaker vs. Romero 2;"Date:
      
      June 09, 2018";"Location:
      

      Chicago, Illinois, USA";Carla Esparza;0;43;2;0;Women's Strawweight;S-DEC;3;5:00;lose
UFC 225: Whittaker vs. Romero 2;"Date:
      
      June 09, 2018";"Location:
      

      Chicago, Illinois, USA";Mirsad Bektic;0;31;2;0;Featherweight;S-DEC;3;5:00;win
UFC 225: Whittaker vs. Romero 2;"Date:
      
      June 09, 2018";"Location:
      

      Chicago, Illinois, USA";Ricardo Lamas;0;34;0;2;Featherweight;S-DEC;3;5:00;lose
UFC 225: Whittaker vs. Romero 2;"Date:
      
      June 09, 2018";"Location:
      

      Chicago, Illinois, USA";Chris de la Rocha;0;40;3;2;Heavyweight;"KO/TKO

      

        Punches";2;3:53;win
UFC 225: Whittaker vs. Romero 2;"Date:
      
      June 09, 2018";"Location:
      

      Chicago, Illinois, USA";Rashad Coulter;0;30;0;0;Heavyweight;"KO/TKO

      

        Punches";2;3:53;lose
UFC 225: Whittaker vs. Romero 2;"Date:
      
      June 09, 2018";"Location:
      

      Chicago, Illinois, USA";Anthony Smith;1;6;0;0;Light Heavyweight;"KO/TKO

      

        Knee";1;0:53;win
UFC 225: Whittaker vs. Romero 2;"Date:
      
      June 09, 2018";"Location:
      

      Chicago, Illinois, USA";Rashad Evans;0;1;0;0;Light Heavyweight;"KO/TKO

      

        Knee";1;0:53;lose
UFC 225: Whittaker vs. Romero 2;"Date:
      
      June 09, 2018";"Location:
      

      Chicago, Illinois, USA";Sergio Pettis;0;74;0;0;Flyweight;S-DEC;3;5:00;win
UFC 225: Whittaker vs. Romero 2;"Date:
      
      June 09, 2018";"Location:
      

      Chicago, Illinois, USA";Joseph Benavidez;0;59;2;0;Flyweight;S-DEC;3;5:00;lose
UFC 225: Whittaker vs. Romero 2;"Date:
      
      June 09, 2018";"Location:
      

      Chicago, Illinois, USA";Charles Oliveira;0;14;0;1;Lightweight;"SUB

      

        Guillotine Choke";1;2:18;win
UFC 225: Whittaker vs. Romero 2;"Date:
      
      June 09, 2018";"Location:
      

      Chicago, Illinois, USA";Clay Guida;0;9;0;0;Lightweight;"SUB

      

        Guillotine Choke";1;2:18;lose
UFC 225: Whittaker vs. Romero 2;"Date:
      
      June 09, 2018";"Location:
      

      Chicago, Illinois, USA";Dan Ige;0;25;1;0;Featherweight;"KO/TKO

      

        Punches";1;0:50;win
UFC 225: Whittaker vs. Romero 2;"Date:
      
      June 09, 2018";"Location:
      

      Chicago, Illinois, USA";Mike Santiago;0;0;0;0;Featherweight;"KO/TKO

      

        Punches";1;0:50;lose
UFC Fight Night: Rivera vs. Moraes;"Date:
      
      June 01, 2018";"Location:
      

      Utica, New York, USA";Marlon Moraes;1;7;0;0;Bantamweight;"KO/TKO

      

        Kick";1;0:33;win
UFC Fight Night: Rivera vs. Moraes;"Date:
      
      June 01, 2018";"Location:
      

      Utica, New York, USA";Jimmie Rivera;0;0;0;0;Bantamweight;"KO/TKO

      

        Kick";1;0:33;lose
UFC Fight Night: Rivera vs. Moraes;"Date:
      
      June 01, 2018";"Location:
      

      Utica, New York, USA";Gregor Gillespie;0;13;7;2;Lightweight;"SUB

      

        Arm Triangle";2;4:06;win
UFC Fight Night: Rivera vs. Moraes;"Date:
      
      June 01, 2018";"Location:
      

      Utica, New York, USA";Vinc Pichel;0;7;0;0;Lightweight;"SUB

      

        Arm Triangle";2;4:06;lose
UFC Fight Night: Rivera vs. Moraes;"Date:
      
      June 01, 2018";"Location:
      

      Utica, New York, USA";Walt Harris;1;29;0;0;Heavyweight;"KO/TKO

      

        Punches";2;4:59;win
UFC Fight Night: Rivera vs. Moraes;"Date:
      
      June 01, 2018";"Location:
      

      Utica, New York, USA";Daniel Spitz;0;17;0;0;Heavyweight;"KO/TKO

      

        Punches";2;4:59;lose
UFC Fight Night: Rivera vs. Moraes;"Date:
      
      June 01, 2018";"Location:
      

      Utica, New York, USA";Ben Saunders;1;10;0;0;Welterweight;"KO/TKO

      

        Knee";1;1:56;win
UFC Fight Night: Rivera vs. Moraes;"Date:
      
      June 01, 2018";"Location:
      

      Utica, New York, USA";Jake Ellenberger;0;5;0;0;Welterweight;"KO/TKO

      

        Knee";1;1:56;lose
UFC Fight Night: Rivera vs. Moraes;"Date:
      
      June 01, 2018";"Location:
      

      Utica, New York, USA";Julio Arce;0;63;0;1;Featherweight;"SUB

      

        Rear Naked Choke";3;2:55;win
UFC Fight Night: Rivera vs. Moraes;"Date:
      
      June 01, 2018";"Location:
      

      Utica, New York, USA";Daniel Teymur;0;37;0;0;Featherweight;"SUB

      

        Rear Naked Choke";3;2:55;lose
UFC Fight Night: Rivera vs. Moraes;"Date:
      
      June 01, 2018";"Location:
      

      Utica, New York, USA";Sam Alvey;1;53;0;0;Light Heavyweight;S-DEC;3;5:00;win
UFC Fight Night: Rivera vs. Moraes;"Date:
      
      June 01, 2018";"Location:
      

      Utica, New York, USA";Gian Villante;0;50;0;0;Light Heavyweight;S-DEC;3;5:00;lose
UFC Fight Night: Rivera vs. Moraes;"Date:
      
      June 01, 2018";"Location:
      

      Utica, New York, USA";Sijara Eubanks;0;75;2;0;Women's Flyweight;U-DEC;3;5:00;win
UFC Fight Night: Rivera vs. Moraes;"Date:
      
      June 01, 2018";"Location:
      

      Utica, New York, USA";Lauren Murphy;0;49;0;0;Women's Flyweight;U-DEC;3;5:00;lose
UFC Fight Night: Rivera vs. Moraes;"Date:
      
      June 01, 2018";"Location:
      

      Utica, New York, USA";David Teymur;0;67;0;0;Lightweight;U-DEC;3;5:00;win
UFC Fight Night: Rivera vs. Moraes;"Date:
      
      June 01, 2018";"Location:
      

      Utica, New York, USA";Nik Lentz;0;61;0;0;Lightweight;U-DEC;3;5:00;lose
UFC Fight Night: Rivera vs. Moraes;"Date:
      
      June 01, 2018";"Location:
      

      Utica, New York, USA";Belal Muhammad;0;70;3;1;Welterweight;U-DEC;3;5:00;win
UFC Fight Night: Rivera vs. Moraes;"Date:
      
      June 01, 2018";"Location:
      

      Utica, New York, USA";Chance Rencountre;0;16;0;0;Welterweight;U-DEC;3;5:00;lose
UFC Fight Night: Rivera vs. Moraes;"Date:
      
      June 01, 2018";"Location:
      

      Utica, New York, USA";Desmond Green;0;77;0;0;Lightweight;U-DEC;3;5:00;win
UFC Fight Night: Rivera vs. Moraes;"Date:
      
      June 01, 2018";"Location:
      

      Utica, New York, USA";Gleison Tibau;0;28;0;0;Lightweight;U-DEC;3;5:00;lose
UFC Fight Night: Rivera vs. Moraes;"Date:
      
      June 01, 2018";"Location:
      

      Utica, New York, USA";Nathaniel Wood;0;33;0;1;Bantamweight;"SUB

      

        D'Arce Choke";2;2:18;win
UFC Fight Night: Rivera vs. Moraes;"Date:
      
      June 01, 2018";"Location:
      

      Utica, New York, USA";Johnny Eduardo;0;37;0;0;Bantamweight;"SUB

      

        D'Arce Choke";2;2:18;lose
UFC Fight Night: Rivera vs. Moraes;"Date:
      
      June 01, 2018";"Location:
      

      Utica, New York, USA";Jose Torres;0;22;1;0;Flyweight;"KO/TKO

      

        Punches";2;2:55;win
UFC Fight Night: Rivera vs. Moraes;"Date:
      
      June 01, 2018";"Location:
      

      Utica, New York, USA";Jarred Brooks;0;31;2;0;Flyweight;"KO/TKO

      

        Punches";2;2:55;lose
UFC Fight Night: Thompson vs. Till;"Date:
      
      May 27, 2018";"Location:
      

      Liverpool, England, United Kingdom";Darren Till;1;38;0;0;Welterweight;U-DEC;5;5:00;win
UFC Fight Night: Thompson vs. Till;"Date:
      
      May 27, 2018";"Location:
      

      Liverpool, England, United Kingdom";Stephen Thompson;0;30;0;0;Welterweight;U-DEC;5;5:00;lose
UFC Fight Night: Thompson vs. Till;"Date:
      
      May 27, 2018";"Location:
      

      Liverpool, England, United Kingdom";Neil Magny;1;18;0;0;Welterweight;"KO/TKO

      

        Knee";1;4:32;win
UFC Fight Night: Thompson vs. Till;"Date:
      
      May 27, 2018";"Location:
      

      Liverpool, England, United Kingdom";Craig White;0;6;0;0;Welterweight;"KO/TKO

      

        Knee";1;4:32;lose
UFC Fight Night: Thompson vs. Till;"Date:
      
      May 27, 2018";"Location:
      

      Liverpool, England, United Kingdom";Arnold Allen;0;29;0;1;Featherweight;"SUB

      

        Guillotine Choke";3;2:41;win
UFC Fight Night: Thompson vs. Till;"Date:
      
      May 27, 2018";"Location:
      

      Liverpool, England, United Kingdom";Mads Burnell;0;20;6;0;Featherweight;"SUB

      

        Guillotine Choke";3;2:41;lose
UFC Fight Night: Thompson vs. Till;"Date:
      
      May 27, 2018";"Location:
      

      Liverpool, England, United Kingdom";Makwan Amirkhani;0;27;3;0;Featherweight;S-DEC;3;5:00;win
UFC Fight Night: Thompson vs. Till;"Date:
      
      May 27, 2018";"Location:
      

      Liverpool, England, United Kingdom";Jason Knight;2;29;0;1;Featherweight;S-DEC;3;5:00;lose
UFC Fight Night: Thompson vs. Till;"Date:
      
      May 27, 2018";"Location:
      

      Liverpool, England, United Kingdom";Claudio Silva;0;18;1;1;Welterweight;"SUB

      

        Rear Naked Choke";1;4:31;win
UFC Fight Night: Thompson vs. Till;"Date:
      
      May 27, 2018";"Location:
      

      Liverpool, England, United Kingdom";Nordine Taleb;0;6;1;0;Welterweight;"SUB

      

        Rear Naked Choke";1;4:31;lose
